ID,Post Title,Rendered Content,Featured Image URL,Height,Width,Filesize (bytes),Categories,Platforms,NFT Link
10318,Tree of energy,"I made this NFT with https://app.leonardo.ai/ The idea behind the image is that it is an energy tree in a cyberpunk world, from which comes the energy for all living things, and it is one of a kind.\n",https://welovetheart.optimism.io/wp-content/uploads/2024/01/Tree_of_energy.jpg,832,640,355404,AI Art,Mint.fun,https://mint.fun/op/0xa5e5f31E2dD2CC5A075694B4952B715f767C3bDF
10316,The Power of Faith : Superchain,The Power of Faith Superchain is made forn midjourney and reimaginng by krea.ai \nThis image conveys the power of suoerchain with simplicity. Not bulky but powerful\n,https://welovetheart.optimism.io/wp-content/uploads/2024/01/020e030cb903dd3d10800f13a0dffcdb563b7888ff7a9d8e739af194e002c514.png,1024,1024,1062909,AI Art,Mint.fun,https://mint.fun/op/0x661415965D44BCdE338B99433e5E4066d06EDDc6?ref=0x3cE734903f26165a0b7DBc8C2Fc48D5F41c75deA
10314,Crypto eagle,I used the following tools to produce this song :\nhttps://app.songr.ai\nHome v2\n\n,https://welovetheart.optimism.io/wp-content/uploads/2024/01/123457.png,536,628,699188,AI Art,Zora,https://zora.co/collect/oeth:0x1d682a9bf60dd66a85a71e77bef148ab4e8a3cc8/1
10310,The New Day Sky and the People of Optimism,The New Day Sky and the People of Optimism Made by midjourney and re-imagine by krea.ai\n&#8211; The concept of this image is a group of people who have hope and freedom to live.\n,https://welovetheart.optimism.io/wp-content/uploads/2024/01/77a1ce24f2fc5bfb26255bb0d39ee2dc9fb39c1da3ae9dafcca389d4fa048bf7.png,2048,2048,5478611,AI Art,Mint.fun,https://mint.fun/op/0xC7489AAFA923147195c08ccbF434B19503Ac1B21?ref=0x3cE734903f26165a0b7DBc8C2Fc48D5F41c75deA
10306,Last minute,Who land the final punch get to rule the realm.\n,https://welovetheart.optimism.io/wp-content/uploads/2024/01/lego_wukong_lego_fight_zeus_lego_art_toy_photo_shot_ads_3edcfd7c-ec34-4ebd-84b7-74024c5c04f1.png,1024,1024,1814278,AI Art,Zora,https://zora.co/collect/oeth:0xd96693eaef0e19df2d21c8803907efaea34485d1/1
10304,apple,"If you eat a lot of the fruit of good and evil, you will get sick. It&#8217;s the same apple, but the taste is different for each person. You have to choose what flavor you want to experience.\n",https://welovetheart.optimism.io/wp-content/uploads/2024/01/Apple.jpg,9602,9602,3225427,AI Art,OpenSea,https://opensea.io/assets/matic/0xe81f6100ddb9e55d1e192fbf7c1be43ff23864a0/1
10302,An Open Book,"An open book\nI am an open book to you, You know me inside out, You read me to understand me, You read stories I put out, You read what I show you , you believe in what I read, But I always keep the book shut , the one that hides beneath, A book that would never open , a book you would never read, I am a whole different person who might not be as per your needs, So I am an open book to you, the one that we wrote together to believe.\n",https://welovetheart.optimism.io/wp-content/uploads/2024/01/IMG_8111.jpeg,1452,1170,1120963,AI Art,OpenSea,https://opensea.io/assets/ETHEREUM/0x495f947276749ce646f68ac8c248420045cb7b5e/81283495925562125025510349616321089443279775574343532530167078645077345566721
10300,Big eye cat,"Thai cat not usually have big eyes. In the moment it waiting to be fed and it open it eyes wide up. With this emotion, it felt like us, who are wishing and exciting for something that are coming toward us.\n",https://welovetheart.optimism.io/wp-content/uploads/2024/01/3BC5782E-1098-4838-AA19-010113AD02D2-scaled.jpeg,2560,2048,936001,AI Art,OpenSea,https://opensea.io/assets/optimism/0x38d891879aa337b896f7c59a03e564ba1c146529/1/
10298,Bitcoin Soup,"Bitcoin in the pot,\nDigital flavors merge,\nWealth simmers in bytes\n",https://welovetheart.optimism.io/wp-content/uploads/2024/01/DALL·E-2024-01-06-10.26.31-A-pixel-art-depiction-of-a-teddy-bear-dressed-in-a-formal-business-suit-complete-with-a-tie-sitting-at-a-desk-and-enjoying-a-bowl-of-bitcoin-soup.-T-1.png,null,null,null,AI Art,Holograph,https://opensea.io/assets/optimism/0x34d0c6b719db1b62e7aa879b1bcead24a8ba4df7/1
10296,The Blue October,"The silk of your clothing flows like the tail of an autumn garment in the wind.\nYour scent is that of autumn and shapes the air.\nYou have left, but your presence still lingers in the streets.\nAs for me, I am that orange leaf of autumn that can be found wherever there&#8217;s wind.\nYou came with the wind and I&#8217;m carried on the waves of your silk.\nwhat you see is a combination of physical watercolor and Digital painting. \n",https://welovetheart.optimism.io/wp-content/uploads/2024/01/The-blue-October-1.jpg,1033,1033,801384,AI Art,Decent,https://foundation.app/@Faavi/tfb/1
10294,All I want is Optimism,"This song represents my love for the Optimism project and ecosystem. We are a warrior community that fights for its dreams, no matter the problems that arise in life, we always manage to face them and achieve our goals. Much love to the Optimism community and my musical warrior Christina.\nI recorded this song in my room using my cell phone and synchronized the music with the DJMusic program. My husband and brother helped me to do it. It took 6 days of effort and sacrifice, but it was worth it because it was a labor of love.\n",https://welovetheart.optimism.io/wp-content/uploads/2024/01/All-I-want.png,1556,1100,1775997,AI Art,Manifold,https://gallery.manifold.xyz/optimism/0xb2026993936fbc877606212b408b0ae28e636554/1
10293,Bitcoin Soup,"Bitcoin in the pot,\nDigital flavors merge,\nWealth simmers in bytes\n",https://welovetheart.optimism.io/wp-content/uploads/2024/01/DALL·E-2024-01-06-10.26.31-A-pixel-art-depiction-of-a-teddy-bear-dressed-in-a-formal-business-suit-complete-with-a-tie-sitting-at-a-desk-and-enjoying-a-bowl-of-bitcoin-soup.-T.png,null,null,null,AI Art,Holograph,https://gallery.manifold.xyz/optimism/0xcaef225667587202c5acf07275d6b023fe8db683/1
10287,Flower in a pure embrace,"The idea behind this artistic creation began with a school hosting event in the occasion of National Children&#8217;s Day, which will be held once a year. The children can enjoy a wide range of activities and receive prizes to take home, even though the prize is not that great value. It&#8217;s just small snacks and candies. On that Children&#8217;s Day, school received donation of used clothes and second-hand dolls for the children. Every child&#8217;s expression was filled with excitement and happiness upon learning that it would be their first time for majority children to play with dolls. I had a big smile on my face when I see two little girls joyfully embracing each other. I was inspired to create this artwork to convey to the world the joy and happiness of the giver and the recipient. The innocence of children amidst the beautiful nature, which it is very valuable to those children. Thus, was born an artwork called “Flower in a pure embrace”.\nThis work was created using Photoshop. I mainly use pencil-drawing techniques both line outline and shading (It is my first time drawing on a computer). Here is my artwork and psd files. Thank you very much for this great project.\n",https://welovetheart.optimism.io/wp-content/uploads/2024/01/Flower-in-a-pure-embrace.png,3500,3000,7912890,AI Art,Zora,https://zora.co/collect/oeth:0x5396206d2dfe8477c58e1f964f1969a798b6176e
10286,Red and black,with black touch\n,https://welovetheart.optimism.io/wp-content/uploads/2024/01/129241418-realistic-3d-letters-set-o-p-made-of-low-poly-style-collection-symbols-of-low-poly-style-red-color.jpg,693,1300,106040,AI Art,OpenSea,https://opensea.io/collection/op-chain
10283,Whirlwind,"With the rising whirlwind, sands and meadows dance in my painting, unveiling life magically through a blend of hues in sand and lush green.\n",https://welovetheart.optimism.io/wp-content/uploads/2024/01/whirlwind-1-1.jpg,2309,1732,911076,AI Art,Manifold,https://objkt.com/tokens/KT1CmajLqD5n14wd6zFz6xmCGuiLWPCth9nc/0
10281,Origami Harmony,"Unfurl the secrets of &#8220;Origami Harmony,&#8221; where code and paper weave a tapestry of serenity. Witness ethereal birds pirouetting above meticulously folded worlds, a stately pagoda basking in moonlight, and a river singing coded whispers. This fusion of ancient artistry and digital innovation transcends boundaries, crafting a visual symphony that resonates in the soul.\n",https://welovetheart.optimism.io/wp-content/uploads/2024/01/paper-landscape.png,626,783,306428,AI Art,Manifold,https://gallery.manifold.xyz/optimism/0x1807b9eb31e4e79dd96f8cf6cfe939e5602d5243/2?referrer=0x8b10b10031396f770a998194c90079e02a92c38f
10279,Spark The Light,A Man wants to shift his life and get out of the darkness\n,https://welovetheart.optimism.io/wp-content/uploads/2024/01/IMG_2642-1.png,768,768,1507175,AI Art,"Stability AI,Zora",https://zora.co/collect/zora:0x3bc40c15398ad9232a5ffcaf64f42afa32104b85/premint-2
10276,Zora Girl,"Chosen a composition of lines, colors and objects that would best highlight a Zora Girl, IMHO. \n",https://welovetheart.optimism.io/wp-content/uploads/2024/01/OPgirl.jpeg,768,768,153984,AI Art,"Stability AI,Zora",https://zora.co/collect/zora:0x817128330cbf9c9ac06b5690ee9d5bf84ff6cd09/1
10274,Spark The Light,This submission depicts the eagerness of a man to shift his life and get out of the darkness.\nmade from Ai and Photoshop\n,https://welovetheart.optimism.io/wp-content/uploads/2024/01/IMG_2642.png,768,768,1507175,AI Art,Zora,https://zora.co/collect/zora:0x3bc40c15398ad9232a5ffcaf64f42afa32104b85/premint-2
10272,OP Halloween,"Optimism&#8217;s Halloween designs are eye-catching with their creative and playful touch. From fun color combinations to just the right amount of spooky elements, everything really brings out the fun Halloween spirit.\nSmall details such as color combinations and Halloween symbols give it a theme-appropriate feel, while the overall design still feels relaxed and enjoyable by presenting a joyful atmosphere.\nIn addition, the integration of Halloween elements with Optimism nuances gives it a unique and alluring identity.\n",https://welovetheart.optimism.io/wp-content/uploads/2024/01/67AAF3F1-0F44-4800-BD74-0FECE232CD5F.jpeg,2000,1414,128243,AI Art,Manifold,https://opensea.io/assets/optimism/0x47939d60086e544addf1e9a1cb594ac5412caa13/1/
10270,Joy,The process in making the image known as Joy consists of creating components and carefully assembling them to reach the desired effect before the finishing touches are added. Mostly the ideas come as a &#8216;vision&#8217; and I use Jasc Software to create the fundamental layers before processing begins.\n,https://welovetheart.optimism.io/wp-content/uploads/2024/01/00000-opti-CONTEST-polx.jpg,1000,1000,267492,AI Art,OpenSea,https://zora.co/collect/oeth:0x7ad86db746d0fee49166a4aeca0c6ed8a47602ab/1
10266,Sumptuous,"&#8220;Sumptuous&#8221; depicts a delectable still life, showcasing a golden-brown pancake adorned with a drizzle of maple syrup. Beside it, a crystal-clear glass holds vibrant, freshly squeezed orange juice, condensation glistening on its surface. The warm, morning sunlight bathes the scene, casting a soft glow, inviting viewers to savor the tempting textures and flavors captured in this delicious tableau.\nThe piece is a vectorized still-life artwork executed digitally with an illustration app named “Autodesk Sketchbook”\n",https://welovetheart.optimism.io/wp-content/uploads/2024/01/IMG_0914-6.png,5000,4900,2326795,AI Art,OpenSea,https://opensea.io/assets/optimism/0xff678abb4989f7ea3d24de449953a6ece41c33a2/1
10264,AI10,"AI art representation that envisions the future of humanity 10 years from now, highlighting the positive impact of advanced technology on society. Depicting a harmonious blend of cutting-edge technology, sustainable living, and collaborative coexistence, capturing the optimistic spirit of our future evolution.\n",https://welovetheart.optimism.io/wp-content/uploads/2024/01/AI10.jpg,768,768,102994,AI Art,"Stability AI,Zora",https://zora.co/collect/zora:0x924fa2c9a0bfaaccc783b897ae68a5bfb085e7b8
10262,DNA POSSIBILITY POSSIBLE,"Digital GIF animation 199 FRAMES 2D drawings.\nDNA is an animated Gif frame by frame, each one made in 2D, working with the fundamental idea of the Possibility Possibility of codes. It takes this motto as part of its DNA. Operating as a Visual Poem that enables to dream in possible decentralized realities.\n",https://welovetheart.optimism.io/wp-content/uploads/2024/01/Possibility-Possible-Emilia-Alvarez-GIF-199-frames.gif,null,null,null,AI Art,Zora,https://zora.co/collect/oeth:0xac49da39fe92d8ebbb23a8089e01355e737e8c5e/1?referrer=0x09fe3c43D6Faf641c9668441024F310bEaAa61a6
10257,PoStYYY#,Vector Illustration of post malone. I illustrated using adobe illustrator with and mouse.\n,https://welovetheart.optimism.io/wp-content/uploads/2024/01/IMG_1478-scaled.jpeg,2560,2001,1403986,AI Art,OpenSea,https://gallery.layerr.art/8453/0x8B8182C10b30e010524aE314D1676CC5568b97C3/1
10255,Orange peace,Love the flower scent relaxes and lifts my mood.\nThe fragrance fills me with peace and joy.\nAdore being around flowers and their sweet aroma.\n,https://welovetheart.optimism.io/wp-content/uploads/2024/01/NFT-9-1-گردن-کم-حجم-scaled.jpg,null,null,null,AI Art,Manifold,https://foundation.app/@yukiyozora/riseshifthigher/1
10253,All Alone Agaisnt 100 Odds,"&#8220;Step into the enchanting realm of &#8216;All Alone Agaisnt 100 Odds,&#8217; where creativity dances on the canvas of imagination. Crafted with precision using Paint Tool SAI 2 and brought to life on a Huion tablet, this masterpiece introduces an original character born from the depths of anime-style brilliance.\nThe artistic journey begins with meticulous line art, intricately weaving the tale of the character&#8217;s existence. A simple yet profound process unfolds as vibrant hues breathe life into the canvas, transforming mere lines into a symphony of colors. The artist&#8217;s keen eye for detail extends to the delicate play of light and shadow, creating a dynamic interplay that elevates the character&#8217;s essence.\nThis submission encapsulates not just a visual narrative but a testament to the fusion of technology, creativity, and passion. &#8216;All Alone Agaisnt 100 Odds&#8217; invites you to witness the magic of a simple drawing process evolving into a captivating saga, where every stroke tells a story and every shade paints an emotion. Immerse yourself in the world where originality meets anime aesthetics, a creation that stands as a testament to the artist&#8217;s skill, imagination, and the limitless possibilities of artistic expression.&#8221;\n",https://welovetheart.optimism.io/wp-content/uploads/2024/01/3.png,5000,4000,4172671,AI Art,OpenSea,https://zora.co/collect/zora:0x649ee85a59040e9acdf251328d6dd1a7a996c0d9/1
10250,dream,"a bunch of Children standing on the Beach by a very rough ocean, at sunrise\n",https://welovetheart.optimism.io/wp-content/uploads/2024/01/659236dcf8f46799f28e5d7d63cf3dd460e15325.jpg,896,1152,166148,AI Art,"Stability AI,Zora",https://zora.co/collect/zora:0xbd95fd1d49298b6dc4f120bba627f4e2b50ca2d8/1
10248,Rockets,"This was my first music video shoot and it was a blast!\nI came up with the idea and wrote the script and directed the video with a two man filming team that I hired to help me bring the idea to life. They agreed to work with my minimal budget and overall I am very proud of the results!\nThe song itself &#8220;Rockets&#8221; is an anthem of positivity that I wrote for myself, as in my past for many years I battled drug addiction and legal trouble and struggled to get my life together. However, after my son was born I was so inspired to be a good dad and someone he could look up that I completely changed my life for the better and have been sober, safe and happy for several years now, which has been a huge blessing.\nThe song is about becoming a better person, but it is also about believing in yourself and following your dreams and living each day like it is your last, full of gratefulness and action. I often struggle with this mentality and I have really had to learn how to trust myself and also how to forgive myself for my past, let it go, and learn how to become comfortable with being a positive and productive person.\nI never write about my own songs, and I guess as I&#8217;m writing this I am having the insight that what this song is also really about is learning to love myself. Well okay then&#8230;\nAs for the music video itself&#8230;\nI had this idea for the story that I developed and at the time of filming, I was trying to play off the theme of the song of living your best life and following your dreams and living each day as if it could be your last..\nSo I tried to create a visual metaphor about the power of our own belief and the joy of following our dreams, and to make the alien in the video a representation of that, and also of our own inner child, but also to use the visual medium to juxtapose the song with deeper questions like the implication that blind faith in ourselves can be both a driver to greatness and cause us to chase our dreams but can also blind us to the cost of that greatness and possibly prevent us from questioning the wisdom of our aspirations.\nThe secret agents represent elements of society and the &#8220;haters&#8221; that will try to keep you down and &#8220;steal your magic&#8221;, but the video is also trying to show that if you are living in your own innocence and &#8220;following your own bliss&#8221;, you won&#8217;t even notice, for better or worse.\nI also wanted the video to be able to stand on it&#8217;s own as a story whether or not people saw any (attempted) metaphor, and so I tried to make sure it was just a fun little mini-movie and tried to incorporate cool visuals and elements of humor, and some things that made you think twice or question your original assumptions, like the rocket blowing up at the end&#8230;\nLike wait, was the alien friend or foe? A metaphor for the inner child or just some intergalactic trickster? Maybe the alien didn&#8217;t realize he would blow up? Should he have really followed his dreams? Do we have to self-immolate to set our magic free? Etc, Lol.\nI also honestly tried to keep many of the elements of the story open to interpretation so that people could take different things away from it, as I think in general that is one of the cooler aspects of visual mediums and cinema, and I had different thoughts and ideas about symbolism and &#8216;what could mean what&#8217; while I was creating the video.\nFun facts about the video:\n&#8211; Our local mailman actually happened to live in my housing complex at the time, and he actually provided the mailman costume and let us use his genuine USPS postal truck for the video shoot while he was on his route. We had to film all the scenes with the truck in under 10 minutes so he wouldn&#8217;t get in trouble for letting us use the postal truck.\n&#8211; When I point to the alien&#8217;s shadow coming down the hallway right before you see the alien for the first time, that shadow is my son&#8217;s shadow and he points it out every time we watch the video and says, &#8220;Look there&#8217;s my shadow!&#8221;\n&#8211; The scene with me slicing fruit with the samurai sword was a scene we decided to add for the visuals and also to allude to the idea that perhaps the alien is akin to my own inner child just looking for fun and excitement. The scene was wild to film because we got a real sword and took it to a local blade sharpener and it was razor sharp and we had my buddy throw actual fruit at me and I am really slicing it in mid-air with the sword, which was definitely trickier than I thought it was going to be.\nAs far as the equipment goes, we filmed the video on a Red cinema camera that was rented for a couple of days and the video was edited on Adobe Premiere.\nI think that this music video represents some of my best work so I felt I should submit it as one of my entries, especially as I recently finished it and am super excited to start minting music videos on-chain.\nI also wanted to submit it as this is also a way for me to inform the judges that if they were to consider me for one of the winners, it would enable me to be able to film more music videos and bring more songs to life, which I am feeling very inspired to make happen and my current small budget is my primary constraint.\nZora did &#8216;optimize&#8217; the bitrate from 45 bit/s to 10 bit/s for their website, so it did lose some quality during the mint as it was shot in 5k. I understand from their website that this is to make it easier to load. I would still recommend letting it load completely before playing the video to see the best results.\nI really hope you enjoy watching the video as much as I enjoyed filming it.\nThank you!\nRyan Todd\n",https://welovetheart.optimism.io/wp-content/uploads/2024/01/A056_A044_09288D.0001540-scaled.jpg,1080,2560,117605,AI Art,Zora,https://opensea.io/assets/ethereum/0xe4cccb651d5e568a6c4f40b1b799fbe0a8580d83/11
10246,RottenSwap,This is an 8 song album with Rap &amp; RnB from RottenSwap Records.\n,https://welovetheart.optimism.io/wp-content/uploads/2024/01/Rotten.jpg,815,1152,196338,AI Art,OpenSea,https://gallery.manifold.xyz/optimism/0xc720c54ee9eea0f025fa484c3c06fdc23a203b36/1
10242,Girls Miner,"Gentleman\nKind\nHandsome\nWow, he is 195 cm tall&#8230;\nUmmm with some money seasoning&#8230;\n",https://welovetheart.optimism.io/wp-content/uploads/2024/01/MINER-MAN.jpg,1024,1024,181001,AI Art,Zora,https://zora.co/collect/oeth:0x54277b05cf955c5fc68518586a884cbe78dbc3d3/1
10239,Unspoken Journey,"Concept and Inspiration:\n&#8220;Unspoken Journey&#8221; is born from a deeply personal narrative, turning my own grief into a universal symbol of hope. As part of the Emma Wonder Collection, dedicated to my late daughter, this artwork is a homage to the resilience of parents enduring the pain of loss. My artistic approach intertwines minimalist elegance with poignant messages, creating ‚Flowers of Hope&#8217; that resonate with healing and inspiration.\nProcess and Tools:\n* Procreate: The first stage involved crafting minimalistic yet elegant flowers of hope using Procreate. I experimented with various brushes and colors, focusing on creating symbols that honor my daughter&#8217;s memory.\n* Midjourney: Utilizing Midjourney, I faced the challenge of crafting the perfect prompt, which was refined repeatedly. Once the ideal image emerged, I used Procreate to further develop the concept, drawing thirty individual frames to depict a woman&#8217;s emergence, symbolizing the unfolding of the artwork&#8217;s deeper meaning.\n* Splice: In creating the accompanying music, I sought a sound that echoed the artwork&#8217;s thematic interplay of tragedy and hope. I composed a piece using simple instruments and beats in Splice, achieving a serene yet hopeful auditory backdrop.\n* Canva: Canva played a crucial role in the visual presentation of the text. I used it to create the effect of text being typed onto the image, adding a dynamic and interactive element to the artwork.\n* ChatGPT: The initial concept for the poem, including its rhythm and structure, was developed with the aid of ChatGPT, providing a foundational narrative layer to the piece.\n* ElevenLabs: To narrate the poem, I chose a voice that resonated with my European roots, ensuring the reading speed matched the tempo of the text&#8217;s appearance. The chosen voice, female and imbued with both emotion and confidence, was key to conveying the artwork&#8217;s message effectively.\n* DaVinci Resolve: The final assembly was completed using DaVinci Resolve, where all elements were intricately combined. This stage involved making final adjustments to ensure the cohesive presentation of the artwork.\nLearning and Growth:\nThe creation of &#8220;Unspoken Journey&#8221; was not just an artistic endeavor but a journey of personal growth. Learning and mastering various tools and skills were essential in translating my vision and heart&#8217;s message into this artwork.\nConclusion:\n&#8220;Unspoken Journey&#8221; is more than a piece of art; it is a testament to the transformative power of art in healing and hope. Through this work, I invite viewers to experience a journey of loss, resilience, and renewed hope, all conveyed through the harmonious blend of visual art, poetry, and music.\n",https://welovetheart.optimism.io/wp-content/uploads/2024/01/IMG_0333.jpeg,1280,1280,275143,AI Art,OpenSea,https://opensea.io/assets/optimism/0x7c525a9c89984ccb5ad26f4db581257eb1bf337b/1/
10236,Out of the blue,"&#8220;Out of the blue&#8221; is a track from the audiovisual collaborative work “Ik Pegasi” and the EP namesake, made with the Canadian filmmaker Sonya Stefan (CA) , within Artlab Artistic Residency. She did the visual part using 35mm film and Touch Designer, and I did the music with vintage synthesizers. \nIK Pegasi, is a collection that evoques the dead of a star as a metaphor to talk about transformation in its many forms.\nIK Pegasi, is based on the transformation, of trippy, spacey in-between realms of existence. Rather regarding the death cycle of ominous, its unknown dimensions fuel a re-energized universe of the cosmos. It´s music and images are fueled by the light of a single supernova, a great cosmic story that ushers us into another form. \nAll stars will expand, cool and change color during its life cycle. Celestial bodies implode and then bounce back off its core, forming a supernova like potential candidate IK Pegasi eventually will, a star that’s 150 light years from Earth. It will release large amounts of energy and material into space offering its light and inviting us deeper into the nighttime sky.\nA trance that makes us fall deeper into our body, feeling our inner breath and calm us. To connect to each other. Together we are pulled, finding one another in the shift in the realms of the unknowns and traveling to a new dimensional state of being. We arrived in an unrecognizable shape but will immediately recognize each other’s welcoming energy.\nWe share thoughts, words, melodies, rhythms, frequencies, memories, images, feelings, mantras in this new playground.\n",https://welovetheart.optimism.io/wp-content/uploads/2024/01/cover.png,1838,1838,3548028,AI Art,Zora,https://zora.co/collect/zora:0xc90547c676e5b9b5e684d2d7902e940c6939f94c/1?referrer=0xB8885D4e21aa471204A664f254e5B79F8d2d7fDF
10234,cypurple,Creating pets for my CyCy collection. \n,https://welovetheart.optimism.io/wp-content/uploads/2024/01/CyCy_Purple.jpg,1024,1024,458048,AI Art,Zora,https://zora.co/collect/base:0x6d0d3f0714e3bc1e776ae07f2aeb18c5f15699eb/1
10231,Millennium Mosaic,"&#8216;Millennium Mosaic&#8217; encapsulates a thousand years of human history in a single canvas.\nWithin this artwork, glimpses of monumental achievements and struggles surface: the rise and fall of empires, the Renaissance&#8217;s artistic fervor, the industrial upheaval, the scars of wars, and the digital age&#8217;s relentless progress.\nEach section of the canvas whispers stories of triumph and hardship, portraying the ebb and flow of human existence—capturing the essence of our perpetual quest for innovation, understanding, and connection across a millennium of time.\n",https://welovetheart.optimism.io/wp-content/uploads/2024/01/6f09cd7f-58ca-47e0-8343-e9cb85db9c7b.jpg,1024,1024,323917,AI Art,OpenSea,https://opensea.io/assets/optimism/0xda27e5600a8892bc609d36b2ce45c2826b2da787/1
10229,Human #2,"A series of human portraits done with AI art and a vintage Japanese poster style. Most of them are influenced by the Asian and Arab cultures, they are the 2 cultures that have affected me the most. I worked for over a year to perfect the prompt for this series and have sold others in the series as physical prints (other images, not those Humans). This is the first time I mint this series as an NFT.\nThis is the first of the series.\nMedium: Midjourney.\nI usually edit them some more, but I wanted to stay true to the category and this is pure AI. \n",https://welovetheart.optimism.io/wp-content/uploads/2024/01/OP_Human_2_small-scaled.jpg,2560,2560,283641,AI Art,Manifold,https://gallery.manifold.xyz/optimism/0x8be4bcb84b99e83a2a26fb3f0b9845c9a9768f02/1
