ID,Post Title,Rendered Content,Featured Image URL,Height,Width,Filesize (bytes),Categories,Platforms,NFT Link
16347,Where the Koi Fish Wander,"Koi fish, rendered in brilliant oranges, reds, whites, and purples, swim through this skyscape as if it were their natural habitat. Their scales are meticulously detailed, reflecting the sunlight in an array of shimmering oranges, capturing the essence of their majestic and serene nature. The way they move – so elegantly, with a sense of purpose and harmony – infuses the scene with a sense of peace and tranquility.\n",https://welovetheart.optimism.io/wp-content/uploads/2024/01/0988f3d6-822e-4ad3-9a22-08e57923ced1_rw_1920.jpeg,2398,1920,1732478,1of1s,OpenSea,https://opensea.io/assets/optimism/0xb7c66835772ad8dc008a89b86a55a41b7fa13f23/1/
16345,Running out of ink,Depicting lovers at the end of their relationship when both have run out of their will to continue. Sometimes it&#8217;s like that. And no one is to blame.\n6530 x 6530\nPainted on Adobe photoshop using brush tool and a stamp brush to replicate watercolour effect. \n,https://welovetheart.optimism.io/wp-content/uploads/2024/01/71-v2-scaled.jpg,2560,2560,1025584,1of1s,Zora,https://zora.co/collect/oeth:0x4e1b8093a61ebe67bf687c1a7a3f69b760a5f80a/1
16343,Bull Dance 2024,"I have used pixlr &#8211; AI &#8211; free tool to make this image. It is filed with symbols. I think 2024 will be great year in our digital art. Dance with the bull is extremely dangerous, rousing and full of oportunity.\n",https://welovetheart.optimism.io/wp-content/uploads/2024/01/Bull-Dance-2024.png,1024,1024,1504058,1of1s,Zora,https://zora.co/collect/zora:0x6aa41a206381085783f98a9375b4e6224726b828/premint-1
16341,a slant of light,"only one place to find out and it&#8217;s the deepest part of the ocien . you may lost in darkness but you may find it , that&#8217;s right , a slant of light .\nthat place is home\n",https://welovetheart.optimism.io/wp-content/uploads/2024/01/photo_2024-01-09_09-05-35.jpg,1024,1024,59948,1of1s,Zora,https://zora.co/collect/zora:0x1eb24d671c817abcab80a184af4542659dda75b6/1
16339,Dance of Harmony,"Immerse yourself in the ethereal beauty of &#8220;Sili&#8217;s Dance of Harmony,&#8221; a mesmerizing artwork capturing the essence of the Balinese Goddess in a graceful dance. The intricate details and flowing movements of the goddess celebrate the beauty, goodness, and balance she embodies. The vibrant colors and dynamic composition reflect the deep connection between nature and spirituality, inviting viewers to experience the enchanting world of Sili, the Balinese Goddess, as she gracefully moves through the dance of life. This piece serves as a tribute to the profound cultural significance of Sili and the reverence for beauty and balance in the rich tapestry of Balinese mythology.\n",null,null,null,null,1of1s,OpenSea,https://opensea.io/assets/optimism/0x9ab950ce40ec4700c504d034ab260bdbd3a2a578/2
16337,Microdosing,I used mixcraft studio to record the song and starry ai for the artwork. I dropped ok Zora it’s my favorite nft platform\n,https://welovetheart.optimism.io/wp-content/uploads/2024/01/IMG_7601.png,640,512,637802,1of1s,Zora,https://zora.co/collect/eth:0x6f69039af7490c9c4c82e75e16e8e54028456f2e
16335,Immersion,"Understanding reality is really a sudden immersion into the universal current of life. An understanding which is neither purely physical nor metaphysical, but both are reality at the same time.\n",null,null,null,null,1of1s,OpenSea,https://opensea.io/assets/optimism/0x9ab950ce40ec4700c504d034ab260bdbd3a2a578/1
16332,Prelude: The Primordial Earth,"This is an experimental soundscape generated from Optimism blockchain data. Each second corresponds to one day of the blockchain, and only the blocks from 0:00 GMT to 0:01 GMT (the first minute) is used. The sound terminates on New Year 2024.\nThe piece aims to mimic the beginning of Life when everything is a primordial soup. The layers are as follows:\n&#8211; The base: i.e. the sound of silence; is generate by taking the frequency of 1 second (cesium atomic transition frequency) and divide by the length of the track in seconds\n&#8211; The bubbles: i.e. the sound of life; is generated from the number of transactions within the first minute of each day\n&#8211; The wind: i.e. the sound of movement; is generated from gas usage of the corresponding minute\n&#8211; The waves: i.e. the sound of transition; is generated from the &#8216;density&#8217; of the transactions. When the density reaches the upper level, a &#8216;whale-like&#8217; sound is used to simulate the sound of fully formed life.\n",https://welovetheart.optimism.io/wp-content/uploads/2024/01/prelude.png,1024,1024,2020364,1of1s,Mint.fun,https://highlight.xyz/mint/659cf2df63f21afad409148c
16327,Hope and Perseverance,"A few months ago I had this concept in mind, I was inspired by the plight of people in the Middle East, especially the Palestinians, who have been fighting for decades now to survive and be free. Over the past months, the message of Hope and Perseverance has become far more poignant.\nCreated October 2023\n",https://welovetheart.optimism.io/wp-content/uploads/2024/01/Hope-18-OP-scaled.jpg,1707,2560,441290,1of1s,Manifold,https://gallery.manifold.xyz/0xa887a2f01bbbfdc06a970a45427a1dbffa7e33a1/6
16325,Nights In The Heights,my art\n,https://welovetheart.optimism.io/wp-content/uploads/2024/01/1000_F_517174332_BNOOdRQu1tooj5AFG8bd5vsGdxGYn1Iq.jpg,1000,1000,200514,1of1s,OpenSea,https://opensea.io/assets/ethereum/0xabb3738f04dc2ec20f4ae4462c3d069d02ae045b/10265000
16322,Snow Angel,"Digital Photography\nCO, USA, 2023\n",https://welovetheart.optimism.io/wp-content/uploads/2024/01/SnowAngel_byHeatherNStout_2023-1-scaled.jpg,1707,2560,782909,1of1s,Manifold,https://gallery.manifold.xyz/optimism/0xec888dcad9997f96d34437cef7d6d6e809b6e57a/1
16320,Planeta T.Q.M.,"Planeta T.Q.M., the web3 extension of my music project Pedro “T.Q.M.,” is set to be the digital hub for my upcoming EPs, slated for release in 2024. The debut NFT on Zora, “Osito #69 (Que Se Lo Lleve El Sol),” kicks off a series I’m eagerly developing this year. This NFT is more than just a music file; it’s an artistic amalgamation featuring unique elements such as a bionic arm with a beating heart, among other poetic digital artifacts.\nIn the last two years, creating digital objects has opened up new avenues for artistic expression. My initial forays into art through video games – exploring dungeons, delving into rich lore, and absorbing the music – have left an indelible mark on my approach to art. Consequently, crafting an NFT that merges a song with a video aligns more naturally with my artistic vision than traditional mediums like painting or live performances.\nOsito#69, a discarded teddy bear on an odyssey to find its long-lost owner, is central to my narrative. He features prominently in my upcoming EP, “Te Quiero Infinito” (&#8220;I Love You Infinitely&#8221;), an audiovisual exploration of longing and love in our hyper-digital age. Osito #69’s tale captures the essence of the EP’s lyrics in a way that transcends what a simple Spotify link can offer.\nMy next venture is “La Banda Corazon” (&#8220;The Heart Band&#8221;), where I, alongside three digital characters, will forge a unique band. Influenced by the Backstreet Boys, the Beatles, Timbiriche, and Gorillaz(visually), and sonically resonating with the hypothetical offspring of Alex G and Bad Bunny if he was raised in Miami, this EP aims to reinvent the audiovisual music experience with digital collectibles that deepen the auditory experience. \nIf awarded the tokens, my ambition is to push the boundaries of NFTs, both technologically and artistically. This emerging field excites me, particularly the potential to redefine the form and function of digital objects. I plan to collaborate with artists, both veterans and newcomers to web3, to explore this new realm together. Additionally, I aspire to transform the perception of Web3 from a speculative venture to a platform for authentic creative expression. Moreover, I hope to inspire kids, especially those with a Latin American background, to unleash their full creative potential through decentralization, rather than conforming to the narratives imposed by major corporations.\nLast year, my contributions to AdWorld involved introducing &#8220;samskaras,&#8221; digital jewelry that animates avatars, similar to how souls bring life to bodies. This project, marrying poetic symbolism with technological innovation, evolved into a digital fashion show and various real and virtual events, spotlighting artists and musicians in our network. It also enabled people to create art using our tutorials, streams, and the actual 3D files from their purchased art, humorously akin to Picasso handing over his paintbrushes after a sale. \nMy goal is to continue crafting innovative, high-quality experiences and NFTs in Web3 that captivate the current crypto community and attract newcomers eager for art born from fresh perspectives or, simply put, “the cool stuff.”\nEager to advance in Web3, I am confident in its increasing relevance to our online interactions. Planeta T.Q.M. is not just a project; it&#8217;s a vision where art, music, and digital innovation converge, shaping the future.\n",https://welovetheart.optimism.io/wp-content/uploads/2024/01/cool0001.png,1080,1080,2219934,1of1s,Zora,https://zora.co/collect/base:0x5be7111889eb7d9ddbffb58f8f57f163442a7500/1
16318,infiniteinvite,"Unveiling &#8216;infiniteinvite&#8217; &#8211; a generative art project by Lloyd Faulk. This exceptional artwork marks a mesmerizing journey into digital art, featuring a collection of dynamically crafted masterpieces. Each canvas within &#8216;infiniteinvite&#8217; is a testament to the seamless integration of blockchain technology, challenging and redefining the conventional perceptions of uniqueness and replication in the art world.\nThe artwork stands as a static yet profound expression, adorned with intricately designed circles, each representing the meticulous precision and artistic dedication of the creator. Accompanying these circles are dynamically generated &#8216;boids&#8217;, a creative embodiment of the harmony between human ingenuity and the forefront of technological advancement.\n&#8216;infiniteinvite&#8217; is more than a visual spectacle; it&#8217;s a thought-provoking narrative that invites viewers to delve into and reflect upon the ever-evolving relationship between art and digital innovation. Each piece is a captivating display of digital artistry and an invitation to explore the depths of creativity where art transcends traditional boundaries and enters a new era of digital expression.\n",https://welovetheart.optimism.io/wp-content/uploads/2024/01/iiiii-logo-image-retro.png,1024,1024,9210,1of1s,Highlight,https://highlight.xyz/mint/659ce44166d1a3855c932cd1
16316,&#8220;janet said thats the way it goes..&#8221;,"This is a continuous story of a love affair that started in 1988, going into the 90s and growing from the sounds of the 70s.\nmedium, oil pastel\nbase, paper\nrange, 18” by 24”\nextra tools, pencil/blender/eraser\n",https://welovetheart.optimism.io/wp-content/uploads/2024/01/janet-said-thats-the-way-it-goes-scaled.jpg,1931,2560,1106049,1of1s,OpenSea,https://opensea.io/assets/matic/0xe117d1cbc9a28af4fcee94cc617dd7817617c26f/1/
16314,MISTOON,Really consistent&#8230;.Stable diffusion with mistoon model and controlnets\n,https://welovetheart.optimism.io/wp-content/uploads/2024/01/Screenshot_20240108-234704-1.jpg,1623,1080,406842,1of1s,OpenSea,https://opensea.io/assets/optimism/0x182b317d690593b757d2203ad0b04eb19b7c6d73/1/
16312,The Maze of Choices,"A traveler, standing before the numerous branches of the maze, is an encounter with oneself and one&#8217;s destiny. Each turn in the labyrinth signifies not only a new decision but also an opportunity for self-discovery. Every choice made in this maze shapes the journey of life, and each branching path offers a unique opportunity for growth and change.\n",https://welovetheart.optimism.io/wp-content/uploads/2024/01/The-Maze-of-Choices-scaled.jpg,1784,2560,574721,1of1s,Zora,https://zora.co/collect/zora:0x7ed01ea6ffeb4acc3d8a5ff7fd85912b4273daa5/1
16310,Optimistic Planet,The leader in the layer 2 ecosystems the sapphire planet is bringing optimism to a world near you. I used night cafe for my ai with user prompts.\n,https://welovetheart.optimism.io/wp-content/uploads/2024/01/33YRTbpPiowb9MEmXveC-1-2y3m7_7.8125x.jpg,8000,8000,7122109,1of1s,Decent,https://hq.decent.xyz/success/10/Editions/0xA56D1A1eAb44Ddc358FecCc63581c11bE40c55b0
16306,Break the Code,A.I. can help mankind break the code. \n,https://welovetheart.optimism.io/wp-content/uploads/2024/01/Code.gif,null,null,null,1of1s,Manifold,https://gallery.manifold.xyz/optimism/0xb1003dc26f07ceb936e01e00459b331714ff4dc2/5
16304,Girl in the Rain,Can&#8217;t rain all the time.\n,https://welovetheart.optimism.io/wp-content/uploads/2024/01/April.gif,null,null,null,1of1s,Manifold,https://gallery.manifold.xyz/optimism/0xb1003dc26f07ceb936e01e00459b331714ff4dc2/4
16302,Red Fire Dragon,Red Fire Dragon standing on a rock in a sea of lava looking very optimistic.\n,https://welovetheart.optimism.io/wp-content/uploads/2024/01/ZQub6Z5LP3Ht0LP8W3KG-1-b5dds.jpg,1024,1024,124378,1of1s,Decent,https://hq.decent.xyz/success/10/Editions/0xf9c35D934b432e0869D37b20a6C5d1EAe1F54a2E
16300,Snow Angel,"Digital Photography\nColorado, USA, 2023\n",https://welovetheart.optimism.io/wp-content/uploads/2024/01/SnowAngel_byHeatherNStout_2023-scaled.jpg,1707,2560,782909,1of1s,Manifold,https://gallery.manifold.xyz/0xc575ffe0e78d449d6bee5b9e3775037f93463bce/2
16298,GR3ML1N,"An artwork made with Stable Diffusion. I trained a model on my airbrush drawings, and used it to reimagine a Midjourney output from a year ago. I imagine the Gremlins as a creative creatures that can travel between worlds. \n",https://welovetheart.optimism.io/wp-content/uploads/2024/01/GR3ML1N-scaled.jpg,2560,2048,275651,1of1s,"Manifold,Stability AI",https://gallery.manifold.xyz/listing?listingId=8230
16296,Crypto-Cubism Collection,"Enter the mesmerizing realm of the Crypto-Cubism Collection.\nA captivating fusion of blockchain technology and the cutting-edge Cubist style.\nEach piece in this collection depicts the interconnection and interaction between various aspects of the crypto world. \nThey offer a colorful and unique perspective on innovation and abstract ideas.\nThe Crypto-Cubism Collection pushes the limits of art and technology, providing a unique view of the multifaceted beauty created when blockchain intersects with the abstract creativity of Cubism.\nTools Used Are:\n-Photoshop: www.adobe.com\n-Canva: www.canva.com\n-Leonardo: leonardo.ai\n",https://welovetheart.optimism.io/wp-content/uploads/2024/01/bafybeifbti6ussrvbhqrp36i23fgriaes2jghau6gdvjoa7qhpntipk7xm.gif,null,null,null,1of1s,Zora,https://zora.co/collect/oeth:0xb5951d86e23819762a5514c1808afeb23c10b01d
16294,Sun &amp; Water,Sun &amp; Water is inspired by my love for the natural world and the geometric simplicity of the De Stijl movement. 100% human-made piece that consists of vector shapes and digital watercolors created using Affinity Designer.\nI used this design to create a 15inx30in stained glass window. You can read more about that process here:\nhttps://www.sholla.art/post/5-playing-with-glass\n,https://welovetheart.optimism.io/wp-content/uploads/2024/01/Sun-water-OP-1-scaled.jpg,1280,2560,385014,1of1s,Zora,https://zora.co/collect/zora:0xa0dc5b585ab2ae3efb1ef75521f36da4d87d7ef4/premint-1
16292,screening,Screening transactions in Optimism.This work was made with After Effects program. It took a week to make the people with Maya program\n,https://welovetheart.optimism.io/wp-content/uploads/2024/01/ss.jpg,666,655,226977,1of1s,Mint.fun,https://mint.fun/op/0xF60F08dD414a107cba64080ABF3B0f0167954475
16290,The Horseman,"My stylized interpretation of Albrecht Dürer&#8217;s &#8220;The Knight, Death and the Devil&#8221; engraving. Created in Blender 3D &amp; Photoshop.\n",https://welovetheart.optimism.io/wp-content/uploads/2024/01/D2853E58-1376-4A64-9F9B-12F2A8802C84.png,1350,1080,2084226,1of1s,OpenSea,https://opensea.io/assets/MATIC/0x3c9003cbbbd591405d016fec94b469850d3f3294/2
16286,self trust,The condition of our self-confidence is to accept ourselves with all our qualities\n,https://welovetheart.optimism.io/wp-content/uploads/2024/01/self-trust-Google-Chrome.jpg,537,701,12463,1of1s,Zora,https://zora.co/collect/oeth:0x223998e4b73fdd0a6db5964f5203d6eebc4c2584/1
16284,Smile,"No one posts their bad times, we only post the success stories and the good times. Smiling through the pain isn’t necessarily a good thing. It gets bad when you don’t have someone to help you get through the actual pain instead of holding it all in, It’s a common thing everyone does today instead of always looking sad.\n",https://welovetheart.optimism.io/wp-content/uploads/2024/01/IMG_7098-scaled.jpeg,2560,2177,399943,1of1s,OpenSea,https://opensea.io/assets/ethereum/0x495f947276749ce646f68ac8c248420045cb7b5e/48186996051666868282793292418999805791901214474000013195086121845634528968705
16282,web3love,"The energy message that gets transported in art, music, and in spaces: &#8216;Web3 Love.&#8217; Embrace the decentralized heartbeat of the digital revolution. 💙 #Web3Love #NFT\n",https://welovetheart.optimism.io/wp-content/uploads/2024/01/web3love.png,1502,1500,61673,1of1s,Mint.fun,https://mint.fun/op/0x948B2738FcCDC529DD654364209fBB011777a2b5
16280,Mexico,"&#8220;Mexico&#8221; is part of Beating Hearts, a collection within my wider Arroz con Popote series. It utilizes rice and straws as a queer medium, an innovation I introduced into the art world. In Mexican slang, the phrase &#8220;arroz con popote&#8221; is associated with male homosexuality, referring to the act of eating rice pudding through a straw, with or without offense: Andy Warhol likes arroz con popote.\nThe series as a whole is inspired by the candy installations of Cuban artist Félix González-Torres, and pays homage to my Mexican roots. It addresses contemporary themes through a queer-cultural lens, in the form of installation, performance, and digital art. The work aims to promote understanding and acceptance, contributing to the creation of a more inclusive society.\nThe Beating Hearts collection recognizes the humanity, dignity, and existence of queer people everywhere. This is emphasized through the use of flag colors and the naming of each piece.\nI further draw upon my Catholic upbringing to reinterpret the Sacred Heart of Jesus, which is traditionally depicted as a heart encircled by thorns. In doing so, I infuse a centuries-old symbol with personal and cultural significance, creating an icon symbolic of the queer community&#8217;s endurance.\nI conceived this collection as an artist-in-residence at the World Trade Center in NYC, where I taught myself how to use Blender to produce 3D art.\nThese works are part of the American Civil Liberties Union (ACLU) collection. They have been shown at the Bemis Center for Contemporary Arts in Omaha, are currently beating at Philadelphia&#8217;s City Hall through January 12th, and will be shown at NFT.NYC 2024.\n",https://welovetheart.optimism.io/wp-content/uploads/2024/01/Vicente_Ortiz_Cortez_Beating_Hearts_Flag_2022-Mexico_2Kpx.png,2000,2000,3051892,1of1s,Manifold,https://app.manifold.xyz/c/vicente-ortiz-cortez-editions
16278,Believe by Louie C Rhymes,I utilized stable warp fusion to create two new video artforms. Artificial Life and Artificial Persons.\n,https://welovetheart.optimism.io/wp-content/uploads/2024/01/Believe-Album-Art-Final-1800-1.png,1800,1800,2474064,1of1s,Manifold,https://app.manifold.xyz/c/believeILB
16275,Starflower &#8211; Tapestry of Origin,"This submission is an initial experiment in creating an entire collection around the creation of a single song released to streaming. For this collection I scrounged together all mixdowns and ancillary files around my 2021 release, Starflower.\nThe song began as an Instagram Challenge &#8211; create a song using only 5 layers. Roughly a year later, I adapted the song, substantially increasing the vocal layers, rounding it out to a beautiful and deep release.\nI used DALL-E 3 to generate thumbnail art for almost every NFT in this collection, besides the final song, which has my hand-photoshopped cover art.\nThis proto-collection satisfies my idea of bringing the listener deeply into the creation process. Next time, I will create the collection on day 1 of song creation &#8211; the earliest possible mixdown. With every major change I would add a new NFT to the collection, for the new mixdown. Any other related content (notes, videos) would also be added to the collection. The final streaming release would complete the collection. All the while, my most interested listeners don&#8217;t need to wait for Spotify. They can follow the collection from day 1 to watch my song come to life!\n",https://welovetheart.optimism.io/wp-content/uploads/2024/01/bafybeibndyb776ulwwrgq4mx5ne36kfj6muzxy6wl2axilmqkc7vzxs5oq.png,1024,1024,2082863,1of1s,Zora,https://zora.co/collect/oeth:0xe3f73f22620312d31d19d327e44fcd314ed07ac9
16273,The paths of change,"Our symbiote grew and, fusing with nature, created new paths, shapes, and perspectives along its journey. Organic forms became the foundation for new paths and societies, becoming one with nature. This new world creates new humans, more connected with nature and life.\n",https://welovetheart.optimism.io/wp-content/uploads/2024/01/op2.jpg,1024,1024,363089,1of1s,Zora,https://zora.co/collect/zora:0x6b19e4c041a11b29a256248e24509e78c1e88663/premint-2
16271,Refusés Concept Video,"We are the outsiders, the rebels, the refugees, the immigrants. The xx, the marginalized, the minority, the other. Through growth and reclamation, the refusés build new communities, safe spaces of belonging. In the future, in a sovereign, decentralized world, there&#8217;s\na place for us all.\nWe celebrate the refused. The many who found growth when they were on the outside looking in.\n",https://welovetheart.optimism.io/wp-content/uploads/2024/01/Refuses-Cover.png,816,1456,1535632,1of1s,Zora,https://zora.co/collect/zora:0x78a8998ce18a757bbfbac338764dbb18add8bb71/1
16269,We love iran,Tanx\n,https://welovetheart.optimism.io/wp-content/uploads/2024/01/Screenshot_20231105_202541_Bale.jpg,1600,720,525335,1of1s,Zora,https://rarible.com/token/0x60f80121c31a0d46b5279700f9df786054aa5ee5:1267496
16265,We Love Dynamic NFTs,"Onchain Optimism is at an all time high among developers thanks to dynamic NFTs.\nDynamic NFTs, enabled by ERC-6551 and Token Bound Accounts (TBA), are the future of mass adoption for Web3 and onboarding the next billion users on-chain. These innovations transform NFTs from simple digital assets to interactive and dynamic digital assets, leading to new use cases limited only by our imagination.\nAbout the submission: Minted the HTML dNFT above to test out super simple concepts around dynamic NFTs that tap into offchain data points (like geolocation and device type) to generate a unique view for each visitor or collector.\n",https://welovetheart.optimism.io/wp-content/uploads/2024/01/wlta-isiahhill-1-scaled.jpg,2560,2560,172302,1of1s,Manifold,https://gallery.manifold.xyz/wtla-isiahhill
16263,We Love Dynamic NFTs,"Onchain Optimism is at an all time high among developers thanks to dynamic NFTs. \nDynamic NFTs, enabled by ERC-6551 and Token Bound Accounts (TBA), are the future of mass adoption for Web3 and onboarding the next billion users on-chain. These innovations transform NFTs from simple digital assets to interactive and dynamic digital assets, leading to new use cases limited only by our imagination.\nAbout the submission: Minted the HTML dNFT above to test out super simple concepts around dynamic NFTs that tap into offchain data points (like geolocation and device type) to generate a unique view for each visitor or collector.\n",https://welovetheart.optimism.io/wp-content/uploads/2024/01/wlta-isiahhill-scaled.jpg,2560,2560,172302,1of1s,Manifold,https://gallery.manifold.xyz/wtla-isiahhill
16262,Sound Sleep,"In this surreal masterpiece, Sleeping Beauty reclines gracefully within the hollow curves of a cello, her slumber translating into ethereal music that resonates through the instrument. The dreamlike scene blurs the boundaries between sound and sleep, inviting viewers to immerse themselves in a harmonious realm where music and dreams intertwine.\n",https://welovetheart.optimism.io/wp-content/uploads/2024/01/IMG-20240109-WA0000.jpg,1280,964,126532,1of1s,OpenSea,https://opensea.io/assets/optimism/0xb94f20e2f4584d50f08159fda0d733f81764fb3b/1/
16259,The OPort,"&#8220;The OPort&#8221; defines the OPTIMISM&#8217;s magical teleport that has taken the blockchain world tired of congested transactions &amp; high gas fees to a beautiful scaled world having lightening-fast transaction throughputs, heavily reduced gas fees that fosters the global WEB3 adoption without compromising security and decentralization. The futuristic design with the red lighting in this artwork tributes to OP&#8217;s future-forward advanced engineering &amp; OP&#8217;s core symbolising colour I.e red 🔴\nTool used : https://huggingface.co/spaces/stabilityai/stable-diffusion\nPrompts include : futuristic,3d,sci-fi,red,port,etc.\nNote: The artwork is not fully made by the given tool. I have also given extra edits to it.\n",https://welovetheart.optimism.io/wp-content/uploads/2024/01/24-01-09-08-21-41-892_deco.jpg,768,768,316028,1of1s,"Mint.fun,Stability AI",https://mint.fun/zora/0x0ba9fEE5D92b14DdE458A392c93B31675CbD3a62
16257,MILKHOUSE &#8211; [POC],DRAWN BY HAND ON 15HD CINTIQ WACOM TABLET USING CLIP STUDIO\nINSPIRED BY COOL STUFF\n,https://welovetheart.optimism.io/wp-content/uploads/2024/01/122621-magazine-cope.png,4093,2894,8699629,1of1s,OpenSea,https://opensea.io/collection/color-tv-collection
16255,Fan art for Nouns,"We are working on creating fan art for Nouns NFTs owned by people involved through Nouns, and while involved in Gnars&#8217; Gami&#8217;s Sketchbook project, we will conduct a free minting at the sketch stage and give away the finished work to the minted holders. We hoped that this process would create an opportunity for people of all walks of life to become interested in and enjoy Nouns.\nWe tried to keep the original charm and cuteness of Nouns and not to deform it too much as fan art, but to make it overflow with its charm. You can see the whole picture at the link below.\nI will also post updates on my Twitter timeline @Marcot_no1.\nhttps://zora.co/tagawamakoto.eth?enjoy=created\n",https://welovetheart.optimism.io/wp-content/uploads/2024/01/3687F4E5-6023-43C1-8FA4-6DFADFDB3C4C.jpeg,2048,2048,785522,1of1s,Zora,https://zora.co/collect/zora:0x73de22d44745b22c215ecd1552855a825223037b?referrer=0x8F3a83a3356d2666D89d027544BbaFfa12139E3c
